LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,WoodDeckSF,OpenPorchSF,EnclosedPorch,Bsmt Qual,SaleCondition,Sale Price
0.105479774,-0.797802171,-0.512407353,-0.230688679,-0.96510568,-0.041593819,-0.317015317,-0.789420876,-0.943426376,-1.039659437,-0.769249333,0.173443434,-0.927372547,-0.947674651,-1.040611434,-0.749962948,-0.718903227,-0.35717257,-0.577851525,-0.387721034,-0.664531272
0.185791601,2.103296633,-0.512407353,1.10566862,1.021085039,0.281870772,0.062529931,1.876238631,1.675304569,2.618966147,-0.769249333,1.407428343,2.849257734,2.165125297,1.648693062,0.427569932,-0.39484124,-0.35717257,1.746467458,1.805844659,2.126112549
0.301600368,-0.797802171,0.388308698,-0.330915476,-1.110436708,-0.348286172,-0.659140612,-0.789420876,-1.204483667,-1.039659437,-0.769249333,-1.060541474,-1.556810927,-0.947674651,-1.040611434,0.371496938,-0.718903227,-0.35717257,-0.577851525,-0.387721034,-0.476761734
0.044691264,0.652747231,-0.512407353,1.139077553,1.069528715,1.046205619,0.896460337,-0.789420876,-0.017488799,0.789653355,-0.769249333,0.173443434,0.331504213,0.608725323,1.648693062,0.531705493,-0.209662962,-0.35717257,0.584307967,1.805844659,1.277912223
0.074419951,-0.07252747,-0.512407353,-0.397733341,-1.20732406,0.468761424,0.252302556,-0.789420876,-0.509010729,-1.039659437,1.20882038,-1.060541474,-0.927372547,0.608725323,-1.040611434,-0.749962948,2.568011213,2.500713169,-0.577851525,-0.387721034,-0.308416631
-0.458034151,0.652747231,2.189740799,-1.433410248,0.778866658,-0.539968892,-0.814166136,-0.789420876,-1.322775252,-1.039659437,-0.769249333,-1.060541474,-0.927372547,-0.947674651,0.304040814,-0.365462416,1.009427371,-0.35717257,-0.577851525,-0.387721034,-0.632157214
0.110027819,-0.07252747,1.289024749,-0.063644016,-0.722887299,-0.127851043,-0.413238057,-0.789420876,-1.016848739,-1.039659437,-0.769249333,-1.060541474,-0.927372547,0.608725323,0.304040814,-0.749962948,-0.718903227,-0.35717257,-0.577851525,-0.387721034,-0.412013618
0.060110247,-1.523076872,-0.512407353,-0.163870814,-0.868218327,-2.533469185,0.367235272,-0.789420876,-0.421311795,0.789653355,-0.769249333,-1.060541474,-0.297934167,-0.947674651,0.304040814,-0.749962948,-0.718903227,-0.35717257,-4.064329999,-0.387721034,-1.176041392
0.382244979,-0.797802171,-0.512407353,1.072259688,0.924197686,0.135712697,-0.119224132,-0.789420876,-0.79250263,-1.039659437,1.20882038,0.173443434,-0.297934167,-0.947674651,0.304040814,-0.749962948,0.855112139,-0.35717257,-0.577851525,-0.387721034,-0.282517385
-0.29829792,-0.797802171,0.388308698,-0.464551206,-0.96510568,-0.067950193,0.482167988,-0.789420876,-0.333612862,-1.039659437,-0.769249333,0.173443434,-0.297934167,-0.947674651,-1.040611434,-0.749962948,-0.718903227,-0.35717257,-0.577851525,0.709061813,-0.541509851
0.439927507,1.378021932,-0.512407353,1.10566862,1.021085039,0.241138193,-0.001618562,2.053638038,1.781359094,2.618966147,1.20882038,1.407428343,1.590380974,0.608725323,1.648693062,1.172539713,1.657551345,-0.35717257,1.746467458,1.805844659,1.87100497
-0.310610922,0.652747231,1.289024749,-1.400001315,-1.69176082,-1.007195523,-0.135261255,-0.789420876,-0.804739691,-1.039659437,-0.769249333,0.173443434,-0.297934167,0.608725323,-1.040611434,-0.749962948,-0.718903227,2.971614796,-0.577851525,-0.387721034,-0.536330001
-0.05625316,1.378021932,-0.512407353,1.005441823,0.827310334,1.724283243,1.70098935,-0.789420876,0.596403736,0.789653355,-0.769249333,0.173443434,0.331504213,0.608725323,0.304040814,0.619820198,1.734708961,-0.35717257,0.584307967,-0.387721034,0.636905869
-0.668353522,-0.797802171,1.289024749,0.136809578,-0.432225243,-0.041593819,-0.26355824,-0.789420876,-0.902636175,-1.039659437,-0.769249333,0.173443434,-0.297934167,0.608725323,0.304040814,0.051079828,0.978564324,-0.35717257,0.584307967,-0.387721034,-0.659351423
-0.222201355,-0.797802171,2.189740799,-0.130461881,0.778866658,0.006326861,-0.26355824,-0.789420876,-0.902636175,-1.039659437,-0.769249333,0.173443434,-0.297934167,0.608725323,-1.040611434,2.50227072,0.66993386,-0.35717257,-0.577851525,-0.387721034,-0.347265501
0.441591426,1.378021932,-0.512407353,1.172486485,1.069528715,1.218720068,1.179782846,-0.789420876,0.19869927,0.789653355,-0.769249333,0.173443434,0.331504213,0.608725323,1.648693062,-0.749962948,0.145262072,-0.35717257,0.584307967,-0.387721034,0.977480962
-0.338231978,-0.797802171,1.289024749,-0.698413733,0.730422982,-0.37703858,-0.691214858,-0.789420876,-1.228957788,-1.039659437,-0.769249333,0.173443434,-0.927372547,-0.947674651,0.304040814,1.028352014,-0.225094485,-0.35717257,-0.577851525,-0.387721034,-0.595898269
0.136317741,1.378021932,-0.512407353,1.172486485,1.117972391,1.549372761,1.457759648,-0.789420876,0.410808318,0.789653355,-0.769249333,0.173443434,0.331504213,0.608725323,1.648693062,-0.749962948,0.052672933,-0.35717257,1.746467458,-0.387721034,1.62107724
0.673541745,-0.797802171,0.388308698,-0.497960139,0.585091954,1.022245279,1.179782846,-0.789420876,0.19869927,-1.039659437,-0.769249333,-1.060541474,-0.297934167,2.165125297,-1.040611434,1.557040245,3.262429757,-0.35717257,-0.577851525,-0.387721034,0.345539345
-0.435404852,-1.523076872,0.388308698,-1.500228113,-1.69176082,-1.287531502,-1.706899327,-0.789420876,-2.003971619,-1.039659437,-0.769249333,-2.294526383,-1.556810927,-0.947674651,-1.040611434,-0.357451988,-0.718903227,1.055532313,-0.577851525,-0.387721034,-1.454458293
-0.194025659,-1.523076872,-1.413123404,-1.73409064,-1.69176082,-0.978443115,-1.362101178,0.769826541,-0.378482084,-1.039659437,-0.769249333,0.173443434,-0.297934167,-0.947674651,-1.040611434,-0.749962948,0.114399025,2.43576122,-0.577851525,-0.387721034,-1.823522557
-0.189144829,-0.797802171,0.388308698,-0.197279746,1.021085039,0.408860574,0.185481209,-0.789420876,-0.559998481,-1.039659437,1.20882038,0.173443434,-0.297934167,-0.947674651,-1.040611434,-0.749962948,0.28414578,-0.35717257,-0.577851525,-0.387721034,-0.40748125
0.088729655,1.378021932,-0.512407353,1.172486485,1.069528715,0.423236778,0.201518332,-0.789420876,-0.54776142,0.789653355,-0.769249333,0.173443434,0.331504213,-0.947674651,0.304040814,-0.749962948,-0.255957531,-0.35717257,1.746467458,-0.387721034,-0.011870258
0.03359847,-0.797802171,-0.512407353,-0.431142274,-1.255767736,0.816186355,1.447068233,-0.789420876,0.402650278,-1.039659437,1.20882038,1.407428343,-0.297934167,0.608725323,0.304040814,-0.749962948,-0.132505346,-0.35717257,-0.577851525,-0.387721034,-0.198344833
-0.325697121,2.103296633,-0.512407353,1.10566862,0.972641362,1.206739898,1.075541546,-0.789420876,0.119158377,0.789653355,-0.769249333,-1.060541474,-0.297934167,0.608725323,0.304040814,0.876153886,0.006378363,-0.35717257,1.746467458,-0.387721034,1.252012976
0.35151794,1.378021932,-0.512407353,1.072259688,0.972641362,0.142900799,-0.071112762,2.291726716,1.93636186,2.618966147,1.20882038,1.407428343,1.590380974,0.608725323,1.648693062,0.155215388,-0.225094485,-0.35717257,1.746467458,-0.387721034,1.65992611
0.067653347,-0.797802171,-0.512407353,0.738170363,0.488204602,0.094980119,-0.164662647,-0.789420876,-0.827174302,-1.039659437,1.20882038,0.173443434,-0.297934167,-0.947674651,0.304040814,2.390124732,0.268714257,-0.35717257,0.584307967,-0.387721034,-0.463812111
-0.190475965,-0.797802171,0.388308698,-0.598186936,0.245986222,0.57418692,0.369908126,-0.789420876,-0.419272285,-1.039659437,-0.769249333,0.173443434,-0.927372547,0.608725323,0.304040814,-0.749962948,-0.718903227,-0.35717257,-0.577851525,-0.387721034,-0.360215125
-0.258142007,-0.797802171,1.289024749,-0.631595868,1.069528715,-0.000861241,-0.271576802,-0.789420876,-0.908754705,-1.039659437,-0.769249333,0.173443434,-0.927372547,-0.947674651,-1.040611434,-0.749962948,0.083535979,-0.35717257,-0.577851525,0.709061813,-0.92999855
-0.466908386,-1.523076872,-0.512407353,-0.564778003,-1.44954244,-2.533469185,-0.017655685,-0.789420876,-0.715001247,0.789653355,-0.769249333,-1.060541474,-0.297934167,-0.947674651,-2.385263682,-0.749962948,-0.718903227,-0.35717257,-4.064329999,2.902627505,-1.279638379
-0.176499044,-0.07252747,-0.512407353,-0.230688679,-0.96510568,0.073415813,0.44207518,-0.789420876,-0.364205513,0.789653355,-0.769249333,0.173443434,-0.297934167,0.608725323,0.304040814,-0.749962948,1.410646974,-0.35717257,-0.577851525,0.709061813,-0.269567761
0.73832366,-0.797802171,0.388308698,-0.431142274,-1.255767736,0.701176723,0.452766595,-0.789420876,-0.356047473,-1.039659437,1.20882038,-1.060541474,-0.927372547,2.165125297,-1.040611434,-0.749962948,0.885975185,-0.35717257,-0.577851525,-0.387721034,-0.140071528
-0.118594661,-0.797802171,1.289024749,0.370672106,-0.093119511,-0.52080062,-0.73398052,-0.789420876,-1.261589949,-1.039659437,-0.769249333,-1.060541474,-0.927372547,-0.947674651,0.304040814,1.172539713,-0.718903227,-0.35717257,0.584307967,-0.387721034,-0.476761734
-0.116376102,-0.797802171,0.388308698,0.103400646,-0.238450539,-0.285989288,-0.589646412,-0.789420876,-1.151456405,-1.039659437,-0.769249333,0.173443434,-0.927372547,-0.947674651,-1.040611434,0.411549077,-0.718903227,-0.35717257,0.584307967,-0.387721034,-0.654819055
-0.255590664,-0.797802171,0.388308698,-0.431142274,-1.255767736,0.221969921,-0.023001392,-0.789420876,-0.719080267,-1.039659437,-0.769249333,0.173443434,-0.297934167,-0.947674651,-1.040611434,-0.749962948,-0.718903227,-0.35717257,-0.577851525,-0.387721034,-0.515610604
-0.287426982,2.103296633,-0.512407353,1.10566862,0.972641362,1.664382393,1.586056634,-0.789420876,0.508704802,0.789653355,-0.769249333,-1.060541474,-0.297934167,0.608725323,0.304040814,0.820080892,0.546481675,-0.35717257,1.746467458,-0.387721034,1.801077004
0.285404889,0.652747231,-0.512407353,1.038850755,0.87575401,0.902443579,0.960608829,0.683461041,1.318390305,-1.039659437,1.20882038,-2.294526383,-0.297934167,0.608725323,0.304040814,0.595788915,-0.05534773,-0.35717257,1.746467458,0.709061813,0.762335921
0.093943268,1.378021932,-0.512407353,1.139077553,1.021085039,1.434363128,1.329462663,-0.789420876,0.312911834,0.789653355,-0.769249333,0.173443434,0.331504213,-0.947674651,1.648693062,-0.749962948,1.534099159,-0.35717257,0.584307967,-0.387721034,0.892013448
-0.64261824,-1.523076872,-0.512407353,-1.73409064,1.117972391,-0.769988157,-1.129562892,0.881868272,-0.103148222,0.789653355,-0.769249333,-1.060541474,0.960942594,-0.947674651,-2.385263682,-0.749962948,-0.718903227,1.29910212,-0.577851525,1.805844659,-0.878200056
-0.278109036,-0.797802171,1.289024749,-0.197279746,-0.916662003,-0.24525671,-0.544207896,-0.789420876,-1.116784733,-1.039659437,-0.769249333,0.173443434,-0.297934167,-0.947674651,-1.040611434,-0.749962948,-0.718903227,-0.35717257,-0.577851525,-0.387721034,-0.69690533
0.401546441,-0.07252747,0.388308698,0.83839716,0.585091954,-0.631018185,-0.974537368,0.788500163,-0.066437041,0.789653355,-0.769249333,0.173443434,-0.297934167,-0.947674651,0.304040814,-0.749962948,0.438461012,-0.35717257,0.584307967,-0.387721034,-0.049424165
-0.444722799,-0.07252747,0.388308698,-1.266365585,-1.69176082,-0.578305436,-0.915734583,-0.789420876,-0.666053005,-1.039659437,-0.769249333,0.173443434,-0.297934167,0.608725323,0.304040814,0.147204961,-0.718903227,-0.35717257,-0.577851525,-0.387721034,-0.858775621
-0.197131641,-0.797802171,-0.512407353,-0.297506544,-1.061993032,-0.578305436,-0.915734583,-0.789420876,-1.400276635,-1.039659437,-0.769249333,-1.060541474,-0.927372547,-0.947674651,0.304040814,0.099142394,-0.718903227,-0.35717257,0.584307967,-0.387721034,-0.917048926
4.43954524,2.103296633,-0.512407353,0.303854241,0.100655194,1.880025453,1.826613481,-0.789420876,0.69226071,-2.868972228,1.20882038,-3.528511292,-0.927372547,0.608725323,1.648693062,6.114973637,0.392166443,-0.35717257,1.746467458,-0.387721034,2.64409748
-0.345553222,-0.797802171,-0.512407353,-0.564778003,-1.44954244,-1.613392127,0.538297919,-0.789420876,-0.29078315,-1.039659437,-0.769249333,0.173443434,-0.297934167,0.608725323,0.304040814,-0.749962948,0.052672933,-0.35717257,-0.577851525,-0.387721034,-0.65805646
-0.008221362,-0.07252747,-0.512407353,-0.264097611,-1.013549356,0.880879273,0.71203342,-0.789420876,-0.158214995,0.789653355,-0.769249333,0.173443434,0.331504213,0.608725323,0.304040814,-0.749962948,-0.718903227,-0.35717257,-0.577851525,-0.387721034,-0.004100484
-0.843508736,1.378021932,-0.512407353,0.905215025,0.730422982,-0.2093162,-0.469367988,0.975236381,0.482191171,0.789653355,1.20882038,0.173443434,0.331504213,-0.947674651,0.304040814,0.171236244,-0.718903227,-0.35717257,0.584307967,0.709061813,-0.10769747
0.154842706,0.652747231,-0.512407353,1.072259688,0.924197686,-0.47287994,-0.798129013,1.217993464,0.44344048,0.789653355,1.20882038,0.173443434,0.331504213,-0.947674651,0.304040814,-0.749962948,0.361303396,-0.35717257,0.584307967,-0.387721034,0.203093489
0.380802916,2.828571334,-0.512407353,1.139077553,1.021085039,0.844938763,0.714706274,2.756233057,2.941840331,2.618966147,1.20882038,0.173443434,2.219819354,0.608725323,1.648693062,0.788039181,-0.718903227,0.243632955,1.746467458,1.805844659,3.340528221
-0.338231978,-0.797802171,1.289024749,0.003173849,-0.625999947,-0.664562661,-1.011957322,-0.789420876,-1.473698998,-1.039659437,-0.769249333,-1.060541474,-1.556810927,-0.947674651,-1.040611434,0.820080892,-0.718903227,-0.35717257,-0.577851525,-0.387721034,-0.724099539
0.313136874,-0.07252747,-0.512407353,1.072259688,0.924197686,0.241138193,-0.001618562,-0.789420876,-0.702764187,-1.039659437,1.20882038,0.173443434,-0.927372547,-0.947674651,0.304040814,-0.749962948,0.052672933,-0.35717257,0.584307967,1.805844659,-0.295467008
-0.338231978,-0.797802171,1.289024749,-1.73409064,0.536648278,-1.263571162,-1.543855241,0.447706566,-0.798621161,-1.039659437,-0.769249333,0.173443434,-0.297934167,-0.947674651,-1.040611434,-0.749962948,-0.718903227,1.98109758,-0.577851525,-0.387721034,-1.033595536
-0.422315355,1.378021932,-0.512407353,1.139077553,1.021085039,0.749097403,0.565026458,-0.789420876,-0.270388049,0.789653355,-0.769249333,-1.060541474,-0.297934167,0.608725323,0.304040814,0.211288383,0.037241409,-0.35717257,0.584307967,-0.387721034,0.280791229
0.00564463,0.652747231,0.388308698,-1.700681708,-1.69176082,-1.153353598,-0.685869151,1.096614922,0.423045379,0.789653355,-0.769249333,0.173443434,1.590380974,-0.947674651,0.304040814,-0.653837815,-0.549156472,0.682058608,-0.577851525,-0.387721034,-0.528560227
-0.096963713,0.652747231,-0.512407353,0.83839716,0.63353563,-0.000861241,-0.271576802,1.491095182,1.083846646,0.789653355,1.20882038,0.173443434,0.960942594,-0.947674651,0.304040814,3.864043438,-0.163368392,-0.35717257,0.584307967,-0.387721034,0.500934825
-0.073003278,1.378021932,-0.512407353,1.072259688,0.972641362,0.205197683,-0.041711369,2.315068743,1.979191572,0.789653355,1.20882038,1.407428343,1.590380974,0.608725323,1.648693062,0.788039181,1.611256775,-0.35717257,1.746467458,-0.387721034,1.763523096
1.070552835,0.652747231,-0.512407353,-0.063644016,0.197542546,2.131609024,2.802205142,-0.789420876,1.43668189,0.789653355,-0.769249333,0.173443434,0.331504213,0.608725323,0.304040814,1.661175806,-0.718903227,-0.35717257,0.584307967,-0.387721034,-0.010575295
0.046133327,0.652747231,-0.512407353,1.038850755,0.87575401,0.947968225,0.856367529,-0.789420876,-0.04808145,0.789653355,-0.769249333,0.173443434,0.331504213,-0.947674651,0.304040814,0.403538649,-0.271389055,-0.35717257,0.584307967,-0.387721034,0.585107376
-0.625757193,-1.523076872,0.388308698,-0.898867328,-1.69176082,-0.743631783,-1.1001615,-0.789420876,-1.541002831,-1.039659437,-0.769249333,-1.060541474,-1.556810927,-0.947674651,-1.040611434,-0.749962948,-0.718903227,-0.35717257,-0.577851525,-0.387721034,-1.305537625
0.592786206,0.652747231,-1.413123404,-0.631595868,-1.546429792,0.590959158,0.388618103,1.505100399,1.599842696,0.789653355,-0.769249333,0.173443434,0.331504213,0.608725323,0.304040814,-0.749962948,-0.39484124,1.493957966,-0.577851525,-0.387721034,0.572157753
0.37736415,0.652747231,0.388308698,0.036582781,-0.577556271,2.792914409,2.844970803,-0.789420876,1.469314051,0.789653355,-0.769249333,0.173443434,0.960942594,2.165125297,0.304040814,1.653165378,-0.718903227,-0.35717257,0.584307967,-0.387721034,0.818200596
-0.293971731,-1.523076872,0.388308698,0.337263173,1.021085039,-0.50882045,-0.838221821,-0.789420876,-1.341130842,-1.039659437,-0.769249333,-1.060541474,-1.556810927,-0.947674651,0.304040814,-0.749962948,-0.718903227,-0.35717257,-0.577851525,-0.387721034,-0.664531272
-0.011992912,0.652747231,-0.512407353,0.871806093,0.63353563,-0.539968892,-0.731307666,1.15496999,0.43936146,0.789653355,1.20882038,0.173443434,0.331504213,0.608725323,0.304040814,-0.749962948,0.731659953,-0.35717257,0.584307967,-0.387721034,0.054172821
-0.005448164,-0.797802171,1.289024749,-0.598186936,0.87575401,0.068623745,-0.19406404,-0.789420876,-0.849608913,-1.039659437,-0.769249333,0.173443434,-0.297934167,-0.947674651,0.304040814,-0.749962948,-0.718903227,-0.35717257,-0.577851525,-0.387721034,-0.465107073
-0.494640371,-2.248351573,0.388308698,-1.901135302,-1.69176082,-0.52080062,-0.85158609,0.996244205,0.20889682,0.789653355,-0.769249333,0.173443434,0.960942594,-0.947674651,-1.040611434,-0.749962948,-0.718903227,2.922900835,-1.740011016,-0.387721034,-0.950717947
-0.959872143,-1.523076872,-0.512407353,0.036582781,-0.577556271,-1.426501474,-1.690862203,0.288980781,-1.049480901,-1.039659437,-0.769249333,-1.060541474,-0.927372547,-0.947674651,-1.040611434,0.211288383,0.839680615,-0.35717257,0.584307967,-0.387721034,-1.163091769
-0.196798857,-1.523076872,1.289024749,-0.531369071,-1.401098764,-0.252444812,-0.552226457,-0.789420876,-1.122903264,-1.039659437,-0.769249333,-1.060541474,-1.556810927,-0.947674651,-1.040611434,-0.749962948,-0.718903227,-0.35717257,-0.577851525,-0.387721034,-0.583596126
-0.179050387,-0.797802171,-0.512407353,-0.798640531,0.778866658,-0.923334333,-0.231483994,-0.292235697,-0.443746406,-1.039659437,-0.769249333,-1.060541474,-0.297934167,-0.947674651,-1.040611434,-0.749962948,-0.718903227,-0.35717257,-0.577851525,-0.387721034,-0.69690533
0.058668184,-1.523076872,-0.512407353,-0.130461881,-0.819774651,1.702718937,1.628822295,-0.789420876,0.541336964,0.789653355,-0.769249333,1.407428343,0.960942594,-0.947674651,-2.385263682,-0.749962948,-0.718903227,-0.35717257,-0.577851525,-0.387721034,-0.573883909
0.021174541,-0.797802171,0.388308698,-2.068179965,-0.190006863,-1.479214223,-1.273897001,0.489722215,-0.555919461,-1.039659437,1.20882038,-1.060541474,-0.927372547,-0.947674651,0.304040814,-0.157191294,-0.718903227,1.721289786,-0.577851525,-0.387721034,-0.917048926
0.305150062,-0.07252747,0.388308698,-0.130461881,-0.819774651,-0.386622716,0.062529931,1.451413736,1.304113734,0.789653355,1.20882038,1.407428343,0.960942594,0.608725323,-1.040611434,-0.749962948,0.392166443,-0.35717257,0.584307967,-0.387721034,0.164244619
-0.637737411,-0.07252747,-0.512407353,0.871806093,0.63353563,0.43042488,0.47682228,-0.789420876,-0.337691882,0.789653355,-0.769249333,-1.060541474,-0.927372547,-0.947674651,0.304040814,-0.749962948,2.351969888,-0.35717257,1.746467458,-0.387721034,-0.353740313
-0.004782596,1.378021932,-0.512407353,1.172486485,1.069528715,1.211531966,1.080887253,-0.789420876,0.123237397,0.789653355,-0.769249333,0.173443434,-0.297934167,0.608725323,1.648693062,0.403538649,0.808817569,-0.35717257,0.584307967,-0.387721034,0.831150219
-0.150541907,-0.797802171,-0.512407353,-0.397733341,-1.20732406,0.018307031,-0.250193971,-0.789420876,-0.892438624,-1.039659437,1.20882038,0.173443434,-0.297934167,-0.947674651,0.304040814,-0.157191294,-0.718903227,-0.35717257,-0.577851525,-0.387721034,-0.703380142
-0.190697821,0.652747231,-0.512407353,0.771579296,0.536648278,-1.613392127,-0.947808829,0.774494947,-0.058279001,0.789653355,1.20882038,0.173443434,0.331504213,0.608725323,0.304040814,0.211288383,0.392166443,-0.35717257,0.584307967,-0.387721034,-0.159495963
0.644478625,1.378021932,-0.512407353,0.637943566,0.342873574,0.552622614,0.380599541,1.815549361,1.864979007,0.789653355,1.20882038,1.407428343,1.590380974,0.608725323,0.304040814,0.267361377,0.546481675,-0.35717257,0.584307967,-0.387721034,1.025394568
0.184349538,-0.07252747,-0.512407353,1.10566862,0.972641362,-0.894581925,-1.268551293,1.255340707,0.117118866,0.789653355,1.20882038,0.173443434,-0.297934167,0.608725323,0.304040814,0.051079828,-0.132505346,-0.35717257,0.584307967,-0.387721034,-0.088273035
-0.698636849,-0.07252747,-0.512407353,1.23930435,1.166416067,-1.067096374,-1.460996771,0.639111189,-0.568156521,0.789653355,1.20882038,-1.060541474,-1.556810927,-0.947674651,0.304040814,-0.749962948,2.8920732,-0.35717257,0.584307967,1.805844659,-0.211294457
-0.197353497,-2.248351573,-3.214555506,-1.901135302,-0.141563187,-0.106286737,-0.389182372,-0.789420876,0.047775524,-1.039659437,-0.769249333,-1.060541474,-0.297934167,-0.947674651,-2.385263682,-0.749962948,-0.718903227,2.175953426,-0.577851525,0.709061813,-1.240789509
-0.241724672,-1.523076872,-0.512407353,0.738170363,0.488204602,-0.161395519,-0.450658011,-0.789420876,-1.045401881,-1.039659437,-0.769249333,0.173443434,-0.927372547,-0.947674651,-2.385263682,-0.749962948,-0.718903227,-0.35717257,0.584307967,-0.387721034,-0.740934049
-0.338231978,-1.523076872,-0.512407353,-0.731822666,-1.69176082,-2.533469185,-0.317015317,-0.789420876,-0.943426376,-1.039659437,-0.769249333,-1.060541474,-1.556810927,-0.947674651,0.304040814,-0.749962948,-0.271389055,-0.35717257,-4.064329999,-0.387721034,-0.918343889
-0.194025659,-0.797802171,-2.313839455,-0.364324409,-1.158880384,0.425632812,0.204191186,-0.789420876,-0.54572191,-1.039659437,-0.769249333,-1.060541474,-0.297934167,-0.947674651,0.304040814,-0.749962948,-0.718903227,-0.35717257,-0.577851525,0.709061813,-1.064674632
0.34508412,-0.797802171,1.289024749,-1.700681708,1.021085039,-0.434543396,-0.520152211,-0.789420876,-1.098429143,-1.039659437,-0.769249333,-1.060541474,-0.927372547,-0.947674651,0.304040814,-0.749962948,-0.718903227,0.357298865,0.584307967,-0.387721034,-0.22424408
-0.338231978,-0.07252747,0.388308698,-2.068179965,0.63353563,0.375316098,0.271012533,1.617142129,1.608000737,0.789653355,-0.769249333,1.407428343,1.590380974,0.608725323,0.304040814,-0.749962948,-0.718903227,-0.35717257,-0.577851525,-0.387721034,-0.607552929
-0.101178975,-0.07252747,-0.512407353,0.83839716,0.585091954,-0.559137164,-0.677850589,1.267011721,0.578048145,0.789653355,1.20882038,0.173443434,0.331504213,-0.947674651,0.304040814,-0.749962948,1.78100353,-0.35717257,0.584307967,-0.387721034,0.309927881
-0.053701817,-0.07252747,2.189740799,0.704761431,0.39131725,-0.904166061,-1.279242708,1.054599273,-0.066437041,0.789653355,1.20882038,0.173443434,-0.297934167,0.608725323,0.304040814,1.108456291,0.253282734,-0.35717257,0.584307967,-0.387721034,0.054172821
0.001651224,0.652747231,-0.512407353,0.905215025,0.681979306,1.271432816,1.1477086,-0.789420876,0.174225149,0.789653355,-0.769249333,0.173443434,-0.297934167,-0.947674651,0.304040814,0.515684637,-0.271389055,-0.35717257,0.584307967,-0.387721034,0.429711897
0.074530879,-1.523076872,-0.512407353,-0.230688679,-0.96510568,-0.23327654,-0.530843627,-0.789420876,-1.106587183,-1.039659437,-0.769249333,0.173443434,-0.297934167,-0.947674651,-1.040611434,0.211288383,-0.718903227,-0.35717257,-0.577851525,-0.387721034,-1.114530682
